model,domain,puzzle_id,correct,chosen_answer,candidate,judge_confidence,judge_ngrams,regex_score,is_chosen
Gemini 2.5 Pro,Cryptic,cc_067,1,wapiti,starts,68.0,"[""is the definition"", ""meaning"", ""starts is the definition""]",-11.698164627363736,0
Claude Sonnet 4.6,Cryptic,cc_068,0,,gust moots,65.0,"[""GUST MOOTS is interesting"", ""relate to \""trials\"""", ""GUST MOOTS doesn't quite work""]",0.46548445861323,0
Claude Sonnet 4.6,Cryptic,cc_068,0,,most gusto,45.0,"[""MOST GUSTO is tempting"", ""real phrase meaning"", ""doesn't work""]",0.3090344984629396,0
Claude Sonnet 4.6,Cryptic,cc_068,0,,road tests,35.0,"[""ROAD TESTS is another option"", ""also nine letters"", ""extraction still isn't clicking""]",-0.7881987931230787,0
Claude Sonnet 4.6,Cryptic,cc_068,0,,trials started,25.0,"[""could mean the first letter(s)"", ""anagram indicator phrase?"", ""confused/mixed up""]",-13.2199077763862,0
Claude Sonnet 4.6,Cryptic,cc_068,0,,so must go,30.0,"[""anagram indicator \""badly\"""", ""anagram fodder"", ""doesn't add up to nine letters""]",-13.290925651827392,0
Claude Sonnet 4.6,Cryptic,cc_068,0,,badly,30.0,"[""anagram indicator \""badly\"""", ""actually the definition"", ""appears in the clue itself""]",-18.77206535352385,0
Claude Sonnet 4.6,Cryptic,cc_068,0,,trials,55.0,"[""definition itself"", ""wordplay and definition are separate"", ""relate to \""trials\""""]",-19.37712057383581,0
Claude Sonnet 4.6,Cryptic,cc_068,0,,started,35.0,"[""first-letter indicator"", ""anagram indicator"", ""pointing to something else""]",-25.395582375042693,0
Claude Sonnet 4.6,Cryptic,cc_068,0,,must,30.0,"[""original clue"", ""different meaning"", ""isn't typically an anagram indicator""]",-28.51337811681657,0
Claude Sonnet 4.6,Cryptic,cc_068,0,,go,30.0,"[""anagram indicator"", ""signaling the wordplay"", ""means \""try\""""]",-31.588369577593085,0
GPT-5,Cryptic,cc_068,0,turn sour,so,65.0,"[""forming \""sour\"" with 'so.'"", ""so might link to \""sour\""""]",7.767026891178689,0
GPT-5,Cryptic,cc_068,0,turn sour,sour,85.0,"[""answer really is \""TURN SOUR.\"""", ""works perfectly with the enumeration"", ""connect \""turns\"" and \""sour\""""]",7.327092234229705,0
GPT-5,Cryptic,cc_068,0,turn sour,turns,85.0,"[""\""trials\"" translates to \""turns\"""", ""connect \""turns\"" and \""sour\"""", ""fits the letter count perfectly""]",4.514274943453129,0
GPT-5,Cryptic,cc_068,0,turn sour,turn sour,95.0,"[""answer really is \""TURN SOUR.\"""", ""works perfectly"", ""gives a neat 4,5 fit!"", ""that's what makes the most sense!""]",3.7925860769037447,1
GPT-5,Cryptic,cc_068,0,turn sour,started,60.0,"[""initial 'T' from \""started\"""", ""provides the initial 'T'""]",0.5878361397336012,0
GPT-5,Cryptic,cc_068,0,turn sour,so must go badly,35.0,"[""thinking it might indicate an anagram"", ""doesn't seem to work"", ""letters don't match up""]",-1.1879869313897968,0
GPT-5,Cryptic,cc_068,0,turn sour,so must,40.0,"[""might lead to \""sour\"""", ""not entirely sure it matches up""]",-1.392762000502639,0
GPT-5,Cryptic,cc_068,0,turn sour,go badly,85.0,"[""\""go badly\"" means \""turn sour\"""", ""can equate to \""turn sour\"""", ""equate to \""turn sour\""""]",-1.45390801708972,0
GPT-5,Cryptic,cc_068,0,turn sour,trials started,45.0,"[""might suggest an initial letter"", ""counts aren't quite adding up"", ""suggest using 'T' as an initial letter""]",-1.583161598391556,0
GPT-5,Cryptic,cc_068,0,turn sour,trials,80.0,"[""translates to \""turns\"""", ""might equal \""turns\"""", ""might be \""tries\""""]",-1.7615481276702702,0
Qwen3-VL-235B Thinking,Cryptic,cc_068,0,smut trial,smut trial,95.0,"[""the answer should be \""SMUT TRIAL\"""", ""so the answer is \""SMUT TRIAL\"""", ""perfect"", ""smut 4, trial 5""]",1.3199258486418004,1
Qwen3-VL-235B Thinking,Cryptic,cc_068,0,smut trial,trials started,45.0,"[""interpret \""trials started\"" as a unit"", ""interpret \""trials started\"" as a unit"", ""means \""trial\"" for the second word"", ""redundant or something""]",-78.73466482840854,0
Qwen3-VL-235B Thinking,Cryptic,cc_068,0,smut trial,so must,41.0,"[""anagram of \""so must\"""", ""so must together"", ""not common""]",-101.91807392778624,0
Qwen3-VL-235B Thinking,Cryptic,cc_068,0,smut trial,badly,20.0,"[""\""badly\"" is not the definition"", ""unlikely"", ""anagram indicator""]",-143.43853634907035,0
Qwen3-VL-235B Thinking,Cryptic,cc_068,0,smut trial,started,20.0,"[""indicator, not part of the wordplay"", ""indicator"", ""not helpful""]",-208.9380687111078,0
Qwen3-VL-235B Thinking,Cryptic,cc_068,0,smut trial,trials,85.0,"[""definition part"", ""definition, meaning tests or legal trials"", ""likely the definition""]",-229.2122387003019,0
Qwen3-VL-235B Thinking,Cryptic,cc_068,0,smut trial,go,20.0,"[""redundant but common"", ""unlikely"", ""anagram indicator""]",-241.5322204419272,0
Qwen3-VL-235B Thinking,Cryptic,cc_068,0,smut trial,must,65.0,"[""anagram of \""must\"" is, say, \""smut\"""", ""must anagrammed"", ""must is the word""]",-254.08212915005413,0
Qwen3-VL-235B Thinking,Cryptic,cc_068,0,smut trial,trial,90.0,"[""take \""trial\"""", ""leaving \""trial\"""", ""second word is \""trial\""""]",-280.3946361366769,0
Qwen3-VL-235B Thinking,Cryptic,cc_068,0,smut trial,so,41.0,"[""part of the wordplay"", ""therefore"", ""musical note""]",-471.5173044677128,0
Gemini 3 Pro,Cryptic,cc_068,1,road tests,road tests,100.0,"[""the answer reveals itself"", ""Bingo!"", ""ROAD TESTS"", ""This fits"", ""I've got it""]",5.604754829123328,1
Gemini 3 Pro,Cryptic,cc_068,1,road tests,started so,90.0,"[""focus on the anagram"", ""is the fodder"", ""yields ROAD TESTS""]",1.5627043090638928,0
Gemini 3 Pro,Cryptic,cc_068,1,road tests,trials,60.0,"[""definition is key"", ""big hint"", ""meaning trials""]",0.0262506191183753,0
Gemini 3 Pro,Cryptic,cc_068,1,road tests,started,35.0,"[""Maybe not"", ""can't find anything from that line of thinking""]",-0.1562159484893512,0
Gemini 3 Pro,Cryptic,cc_068,1,road tests,started so must go badly,45.0,"[""could be part of the anagram"", ""Started so must go badly""]",-1.5298662704309065,0
Gemini 3 Pro,Cryptic,cc_068,1,road tests,must go badly,75.0,"[""The anagram indicator is"", ""key here"", ""this is all to be jumbled""]",-3.1423476968796424,0
Gemini 3 Pro,Cryptic,cc_068,1,road tests,so must go badly,30.0,"[""isn't going to get me"", ""Wait..."", ""I'm overthinking""]",-3.659633481921743,0
Gemini 3 Pro,Cryptic,cc_068,1,road tests,so must go,30.0,"[""don't seem to form anything"", ""quickly get stuck"", ""alone isn't going to get me""]",-5.241951461119365,0
Gemini 3 Pro,Cryptic,cc_068,1,road tests,must go,70.0,"[""could mean to be rearranged"", ""the part of the clue which must go badly""]",-5.3380881624566605,0
Gemini 3 Pro,Cryptic,cc_068,1,road tests,badly,85.0,"[""giveaway"", ""indicator"", ""meaning this is all to be jumbled""]",-5.9423972263496765,0
Gemini 3 Flash,Cryptic,cc_068,1,road tests,road tests,95.0,"[""letters match perfectly"", ""fits perfectly"", ""confirms the definition"", ""confident in""]",3.8629049483802063,1
Gemini 3 Flash,Cryptic,cc_068,1,road tests,started so,45.0,"[""available letters"", ""is indeed the fodder"", ""9-letter phrase""]",2.4285866856532574,0
Gemini 3 Flash,Cryptic,cc_068,1,road tests,trials,55.0,"[""reasonable definition"", ""definition: \""trials\""""]",1.91626913492346,0
Gemini 3 Flash,Cryptic,cc_068,1,road tests,mock trials,20.0,"[""checking \""road tests\"" vs"", ""mock trials""]",0.8883588465646137,0
Gemini 3 Flash,Cryptic,cc_068,1,road tests,jury trials,20.0,"[""checking \""road tests\"" vs"", ""jury trials""]",0.883873264506942,0
Gemini 3 Flash,Cryptic,cc_068,1,road tests,soft cases,20.0,"[""checking \""road tests\"" vs"", ""soft cases""]",0.8803844784620862,0
Gemini 3 Flash,Cryptic,cc_068,1,road tests,hard times,20.0,"[""checking \""road tests\"" vs"", ""hard times""]",0.8768956924172304,0
Gemini 3 Flash,Cryptic,cc_068,1,road tests,t e s t c a s e s,15.0,"[""don't match"", ""letters \""T E S T C A S E S\""""]",0.8519757920968316,0
Gemini 3 Flash,Cryptic,cc_068,1,road tests,test cases,15.0,"[""don't match"", ""Could it be \""TEST CASES\""?""]",0.0,0
Gemini 3 Flash,Cryptic,cc_068,1,road tests,badly,60.0,"[""anagram indicator"", ""strongly suggests an anagram""]",-3.4068707725169096,0
Gemini 2.5 Pro,Cryptic,cc_068,0,turn to dust,turn to dust,,[],0.0,1
Gemini 2.5 Pro,Cryptic,cc_068,0,turn to dust,trials started,45.0,"[""screams 'T' at me"", ""manipulated and/or combined"", ""interpreting it correctly""]",0.0,0
Gemini 2.5 Pro,Cryptic,cc_068,0,turn to dust,fall apart,75.0,"[""would fit"", ""does the wordplay support this"", ""realize that I need to find""]",0.0,0
Gemini 2.5 Pro,Cryptic,cc_068,0,turn to dust,so must,40.0,"[""can be manipulated"", ""only working with the letters"", ""interactions of the letters""]",0.0,0
Gemini 2.5 Pro,Cryptic,cc_068,0,turn to dust,so must go badly,35.0,"[""sounds like an anagram"", ""rearrange letters"", ""sums do not add up""]",0.0,0
Gemini 2.5 Pro,Cryptic,cc_068,0,turn to dust,trials,40.0,"[""first letter of"", ""screams 'T' at me"", ""interpreting it correctly""]",0.0,0
Gemini 2.5 Pro,Cryptic,cc_068,0,turn to dust,started,40.0,"[""triggered by"", ""other meaning other than"", ""interpreting it correctly""]",-0.7381704980842911,0
Gemini 2.5 Pro,Cryptic,cc_068,0,turn to dust,go badly,60.0,"[""almost certainly"", ""indicator"", ""all the synonyms for""]",-0.7998563218390804,0
GPT-5,Cryptic,cc_069,0,shoos away,shoos away,85.0,"[""matches contemptuously refusing"", ""fits the nine-letter requirement"", ""answer is indeed"", ""SHOOS AWAY""]",0.2367261678693504,1
GPT-5,Cryptic,cc_069,0,shoos away,plimsolls,15.0,"[""don\u2019t match either"", ""considering other possibilities like""]",0.0,0
GPT-5,Cryptic,cc_069,0,shoos away,overshoes,45.0,"[""maybe \""overshoes\"" works better?"", ""synonyms for footwear like""]",-0.7382453475123433,0
GPT-5,Cryptic,cc_069,0,shoos away,disdain,35.0,"[""might fit as a"", ""contemptuous refusal""]",-0.8173566274211925,0
GPT-5,Cryptic,cc_069,0,shoos away,sandshoes,20.0,"[""don\u2019t match either"", ""are nine letters"", ""considering other possibilities like""]",-1.565058868211166,0
GPT-5,Cryptic,cc_069,0,shoos away,sneer at,30.0,"[""think of alternatives like"", ""which also relates to""]",-1.596429927838967,0
GPT-5,Cryptic,cc_069,0,shoos away,contemptuously refuse,50.0,"[""might define"", ""likely defines"", ""essence of dismissing something""]",-1.987770603873908,0
GPT-5,Cryptic,cc_069,0,shoos away,boot,30.0,"[""give the boot"", ""relates to footwear"", ""can I really connect""]",-2.040789973414356,0
GPT-5,Cryptic,cc_069,0,shoos away,footwear,50.0,"[""synonyms for footwear"", ""might be a definition"", ""translates to""]",-3.95996961640714,0
GPT-5,Cryptic,cc_069,0,shoos away,shoes,60.0,"[""aligns with"", ""morphing into \""shoos\"""", ""debating the spelling""]",-3.971781238131409,0
Claude Sonnet 4.6,Cryptic,cc_069,0,,flip-flop,28.0,"[""exploring FLIPFLOPS"", ""exactly nine letters"", ""feels like a stretch""]",1.9509996643812628,0
Claude Sonnet 4.6,Cryptic,cc_069,0,,give the boot,35.0,"[""give the boot"", ""dismiss or fire"", ""contemptuous refusal"", ""9-letter answer""]",0.0,0
Claude Sonnet 4.6,Cryptic,cc_069,0,,sole,25.0,"[""exploring whether SOLE"", ""haven't fully worked out""]",-0.9599271227885122,0
Claude Sonnet 4.6,Cryptic,cc_069,0,,to contemptuously refuse,41.0,"[""could be the definition"", ""testing 9-letter words""]",-1.1925924150165412,0
Claude Sonnet 4.6,Cryptic,cc_069,0,,refuse footwear,24.0,"[""BAREFOOT"", ""way to refuse footwear"", ""8 letters"", ""one short""]",-1.6218823416598742,0
Claude Sonnet 4.6,Cryptic,cc_069,0,,contemptuously refuse,55.0,"[""definition part"", ""wordplay specifically involving footwear"", ""main answer""]",-12.17904780169727,0
Claude Sonnet 4.6,Cryptic,cc_069,0,,contemptuously,50.0,"[""definition?"", ""DISDAINING or SCORNFULLY"", ""too long""]",-13.745845519489862,0
Claude Sonnet 4.6,Cryptic,cc_069,0,,refuse,45.0,"[""means rubbish or garbage"", ""anagram indicator?"", ""not a standard"", ""container indicator""]",-19.9789998561634,0
Claude Sonnet 4.6,Cryptic,cc_069,0,,boot,50.0,"[""means to kick out"", ""actually footwear"", ""position indicator""]",-21.47571558709306,0
Claude Sonnet 4.6,Cryptic,cc_069,0,,footwear,61.0,"[""actual definition"", ""not a hidden word"", ""changes how I should be looking""]",-37.87562928513209,0
Gemini 3 Pro,Cryptic,cc_069,0,overshoes,mock asins,30.0,"[""MOCK ASINS!"", ""No""]",0.0,0
Gemini 3 Pro,Cryptic,cc_069,0,overshoes,cast aside,45.0,"[""CAST ASIDE?"", ""rearrange?""]",0.0,0
Gemini 3 Pro,Cryptic,cc_069,0,overshoes,sneer at,35.0,"[""SNEER AT"", ""Not long enough""]",-2.142774751682153,0
Gemini 3 Pro,Cryptic,cc_069,0,overshoes,overshoes,40.0,"[""OVERSHOES is 9"", ""contemptuous part is missing""]",-2.4892021787888496,1
Gemini 3 Pro,Cryptic,cc_069,0,overshoes,turn down,35.0,"[""TURN DOWN"", ""almost but not quite"", ""8 letters""]",-3.0611342518423585,0
Gemini 3 Pro,Cryptic,cc_069,0,overshoes,footwear,50.0,"[""footwear is the definition"", ""many words for footwear""]",-5.36408202499199,0
Gemini 3 Pro,Cryptic,cc_069,0,overshoes,contemptuously refuse,60.0,"[""screams SPURN"", ""definition means \""contemptuously refuse\""""]",-6.911470682473566,0
Gemini 3 Pro,Cryptic,cc_069,0,overshoes,contemptuously,50.0,"[""descriptive aspect"", ""DISDAIN?""]",-8.134540211470682,0
Gemini 3 Pro,Cryptic,cc_069,0,overshoes,refuse,50.0,"[""many meanings"", ""noun? MUCK, DIRT, DUST, TRASH""]",-9.172220442165973,0
Gemini 3 Pro,Cryptic,cc_069,0,overshoes,spurn,85.0,"[""screams SPURN"", ""keep coming back to"", ""definition is \""contemptuously refuse\"" = SPURN""]",-12.758763216917652,0
Gemini 3 Flash,Cryptic,cc_069,0,overshoes,overshoes,,[],0.0,1
Gemini 3 Flash,Cryptic,cc_069,0,overshoes,spurn,85.0,"[""likely starting point"", ""archaic meaning of"", ""it hits me!"", ""is often used""]",0.0,0
Gemini 3 Flash,Cryptic,cc_069,0,overshoes,turn down,30.0,"[""still don\u2019t have a good link"", ""alternate phrase?""]",0.0,0
Gemini 3 Flash,Cryptic,cc_069,0,overshoes,kick away,40.0,"[""maybe"", ""as in to kick"", ""archaic meaning of""]",0.0,0
Gemini 3 Flash,Cryptic,cc_069,0,overshoes,rejecting,45.0,"[""initial thoughts"", ""circle back to""]",0.0,0
Gemini 3 Flash,Cryptic,cc_069,0,overshoes,kicking,65.0,"[""often used in the sense"", ""when I get the answer!""]",0.0,0
Gemini 3 Flash,Cryptic,cc_069,0,overshoes,bootlaces,15.0,"[""no"", ""start to go through""]",0.0,0
Gemini 3 Flash,Cryptic,cc_069,0,overshoes,contemptuously refuse,50.0,"[""first definition is easy"", ""break it into two parts""]",-0.6367951318458418,0
Gemini 3 Flash,Cryptic,cc_069,0,overshoes,footwear,50.0,"[""second definition"", ""synonym after synonym""]",-1.2730223123732252,0
Gemini 3 Flash,Cryptic,cc_069,0,overshoes,refuse,35.0,"[""something else"", ""like trash"", ""if this is the clue""]",-1.3411764705882352,0
Gemini 2.5 Pro,Cryptic,cc_069,0,slippered,footwear,50.0,"[""Is there another way"", ""to define footwear?"", ""another way to define""]",1.7339285714285713,0
Gemini 2.5 Pro,Cryptic,cc_069,0,slippered,contemptuously refuse,50.0,"[""found a word"", ""means two things"", ""contemptuously refuse""]",1.157142857142857,0
Gemini 2.5 Pro,Cryptic,cc_069,0,slippered,sabotages,65.0,"[""the answer must be"", ""works in the singular"", ""SABOTAGES""]",0.9974489795918366,0
Gemini 2.5 Pro,Cryptic,cc_069,0,slippered,slippered,,[],0.0,1
Gemini 2.5 Pro,Cryptic,cc_069,0,slippered,spurn,40.0,"[""hard to make that"", ""a nine-letter word"", ""core"", ""comes from the word to kick""]",0.0,0
Gemini 2.5 Pro,Cryptic,cc_069,0,slippered,put the boot in,35.0,"[""not a great synonym"", ""good concept, but not""]",0.0,0
Gemini 2.5 Pro,Cryptic,cc_069,0,slippered,jackboots,30.0,"[""Nothing works"", ""searched my list again"", ""Jackboots""]",0.0,0
Qwen3-VL-235B Thinking,Cryptic,cc_069,0,spurntoes,spurntoes,85.0,"[""answer is SPURNTOES"", ""go with that"", ""is the intended answer"", ""satisfied by the meaning of the wordplay""]",-2.3686816350028783,1
Qwen3-VL-235B Thinking,Cryptic,cc_069,0,spurntoes,disdainly,35.0,"[""it's not disdainly"", ""try disdainly again"", ""stretching it""]",-11.658376511226251,0
Qwen3-VL-235B Thinking,Cryptic,cc_069,0,spurntoes,contemptuously,,[],-13.287180963346763,0
Qwen3-VL-235B Thinking,Cryptic,cc_069,0,spurntoes,shoe,25.0,"[""but that doesn't form a word"", ""take shoe instead of boot"", ""doesn't seem to form a 9-letter word""]",-57.60030704279409,0
Qwen3-VL-235B Thinking,Cryptic,cc_069,0,spurntoes,toe,30.0,"[""doesn't help"", ""put toe inside"", ""toe shoe which isn't helpful""]",-60.221646516983306,0
Qwen3-VL-235B Thinking,Cryptic,cc_069,0,spurntoes,spurn,65.0,"[""spurn (5 letters) but we need 9"", ""spurn means to reject with contempt"", ""spurn (refuse)""]",-62.93573210516216,0
Qwen3-VL-235B Thinking,Cryptic,cc_069,0,spurntoes,refuse,45.0,"[""can be a verb"", ""refuse as the verb"", ""refuse footwear""]",-77.8487622337363,0
Qwen3-VL-235B Thinking,Cryptic,cc_069,0,spurntoes,footwear,45.0,"[""footwear is the wordplay"", ""footwear covers the feet"", ""toes are part of the foot""]",-78.53122241412396,0
Qwen3-VL-235B Thinking,Cryptic,cc_069,0,spurntoes,foot,30.0,"[""foot can be toe"", ""doesn't seem relevant"", ""unit of measurement""]",-108.78643254653616,0
Qwen3-VL-235B Thinking,Cryptic,cc_069,0,spurntoes,wear,25.0,"[""wear might be don"", ""wear might be in"", ""not standard""]",-118.69687200153524,0
Claude Sonnet 4.6,Cryptic,cc_070,1,atropine,atropine,100.0,"[""match perfectly"", ""rearranged gives me ATROPINE"", ""ATROPINE, which is indeed"", ""fits all the clues""]",0.6840112994350283,1
Claude Sonnet 4.6,Cryptic,cc_070,1,atropine,for poison,60.0,"[""for poison"", ""definition""]",-1.1641807909604518,0
Claude Sonnet 4.6,Cryptic,cc_070,1,atropine,not the first to be carried out,45.0,"[""not the first to be carried out"", ""reconsider the structure""]",-1.2401129943502824,0
Claude Sonnet 4.6,Cryptic,cc_070,1,atropine,not the first,85.0,"[""remove the first letter"", ""leaves PERATION"", ""match perfectly""]",-1.990395480225989,0
Claude Sonnet 4.6,Cryptic,cc_070,1,atropine,to be carried out,30.0,"[""anagram indicator or definition"", ""reconsider the structure""]",-2.04180790960452,0
Claude Sonnet 4.6,Cryptic,cc_070,1,atropine,carried out,35.0,"[""definition itself"", ""rather than an anagram indicator""]",-2.6312994350282484,0
Claude Sonnet 4.6,Cryptic,cc_070,1,atropine,operation,95.0,"[""removing the first letter from OPERATION"", ""PERATION rearranged"", ""match perfectly""]",-6.707514124293786,0
Qwen3-VL-235B Thinking,Cryptic,cc_070,0,toxicant,toxicant,30.0,"[""most plausible"", ""hazard a guess"", ""not certain""]",-23.82407504953972,1
Qwen3-VL-235B Thinking,Cryptic,cc_070,0,toxicant,non,41.0,"[""maybe \""not\"" is \""non\"""", ""\""not\"" is \""non\"""", ""\""not\"" = \""non\""""]",-90.3909273333835,0
Qwen3-VL-235B Thinking,Cryptic,cc_070,0,toxicant,to be carried out,41.0,"[""might indicate"", ""maybe"", ""not sure""]",-145.7461258685128,0
Qwen3-VL-235B Thinking,Cryptic,cc_070,0,toxicant,not the first,41.0,"[""might be"", ""could be"", ""might mean""]",-159.88980108861963,0
Qwen3-VL-235B Thinking,Cryptic,cc_070,0,toxicant,operation,65.0,"[""is part of the wordplay"", ""often abbreviated as \""op\"""", ""often \""op\""""]",-196.74447036396012,0
Qwen3-VL-235B Thinking,Cryptic,cc_070,0,toxicant,carried out,41.0,"[""might indicate"", ""could mean"", ""not sure""]",-209.76540246319,0
Qwen3-VL-235B Thinking,Cryptic,cc_070,0,toxicant,per,35.0,"[""maybe \""per\"""", ""not sure"", ""but not sure""]",-306.7848596583638,0
Qwen3-VL-235B Thinking,Cryptic,cc_070,0,toxicant,op,75.0,"[""often \""op\"""", ""is \""op\"""", ""abbreviation for \""operation\""""]",-488.9272857250359,0
Qwen3-VL-235B Thinking,Cryptic,cc_070,0,toxicant,not,41.0,"[""could mean \""no\"""", ""could be \""un\"""", ""is \""no\""""]",-488.9743923545785,0
Qwen3-VL-235B Thinking,Cryptic,cc_070,0,toxicant,no,41.0,"[""could mean \""no\"""", ""\""not\"" = \""no\"""", ""is \""no\""""]",-824.7700604510001,0
GPT-5,Cryptic,cc_071,1,cove,cove,95.0,"[""fits perfectly"", ""double definition"", ""four-letter word matches perfectly"", ""I think the response should just be"", ""Simple and clear""]",0.0,1
GPT-5,Cryptic,cc_071,1,cove,smuggler's secret location,90.0,"[""fits perfectly"", ""smugglers could use as a hidden spot"", ""double definition""]",0.0,0
Gemini 3 Pro,Cryptic,cc_070,1,atropine,peration,90.0,"[""without the first letter! \""PERATION!\"""", ""Bingo!"", ""anagram of \""PERATION\""""]",18.37038653366584,0
Gemini 3 Pro,Cryptic,cc_070,1,atropine,operation,45.0,"[""Operation\"" is the key"", ""initial thoughts"", ""Is \""operation\"" a noun"", ""without the first letter""]",9.374127182044887,0
Gemini 3 Pro,Cryptic,cc_070,1,atropine,atropine,100.0,"[""AH! ATROPINE!"", ""Poison\"" = ATROPINE. Perfect!"", ""That's it!"", ""Looks like I've got it!""]",7.732044887780549,1
Gemini 3 Pro,Cryptic,cc_070,1,atropine,poison,45.0,"[""considering TOXICITY"", ""definition of poison"", ""Poison\"" = ATROPINE""]",6.385099750623441,0
Gemini 3 Pro,Cryptic,cc_070,1,atropine,carried out,40.0,"[""kept suggesting"", ""nothing clicked"", ""more important""]",3.1930798004987526,0
Gemini 3 Pro,Cryptic,cc_070,1,atropine,to be carried out,85.0,"[""could be an anagram indicator"", ""implies EXECUTED""]",2.9312344139650874,0
Gemini 3 Pro,Cryptic,cc_070,1,atropine,not the first,85.0,"[""definitely suggests removing a letter"", ""means dropping the first letter""]",0.747506234413965,0
Gemini 3 Pro,Cryptic,cc_070,1,atropine,mission,25.0,"[""initial thoughts are"", ""MISSION (ISSION?)"", ""It's not working""]",0.3824812967581047,0
Gemini 3 Pro,Cryptic,cc_070,1,atropine,carried out for,55.0,"[""began to feel more important"", ""made me think about""]",0.3449501246882793,0
Claude Sonnet 4.6,Cryptic,cc_071,1,cove,cove,95.0,"[""COVE works perfectly"", ""both meanings built in"", ""COVE is the answer""]",0.993581081081081,1
Claude Sonnet 4.6,Cryptic,cc_071,1,cove,fellow smuggler's secret location,40.0,"[""could be PEER (fellow) + hidden word"", ""scanning through the sequence""]",-1.8054054054054047,0
Claude Sonnet 4.6,Cryptic,cc_071,1,cove,fellow smuggler,35.0,"[""refer to a partner"", ""accomplice in the smuggling operation""]",-2.288513513513513,0
Claude Sonnet 4.6,Cryptic,cc_071,1,cove,peer,55.0,"[""fellow translates to PEER"", ""could be PAL, PEER, or CHAP"", ""not sure how those pieces fit""]",-8.50743243243243,0
Claude Sonnet 4.6,Cryptic,cc_071,1,cove,smuggler's secret location,60.0,"[""smugglers hide things"", ""points to HIDE"", ""points to RUM"", ""hidden or concealed""]",-8.625675675675677,0
Claude Sonnet 4.6,Cryptic,cc_071,1,cove,fellow,55.0,"[""fellow = MAN, MATE, PAL, PEER, CHAP"", ""translates to PEER"", ""British slang for a fellow""]",-10.795945945945943,0
Claude Sonnet 4.6,Cryptic,cc_071,1,cove,smuggler's,45.0,"[""might be an abbreviation"", ""signals that something is hidden""]",-11.26554054054054,0
Claude Sonnet 4.6,Cryptic,cc_071,1,cove,secret location,50.0,"[""would be HIDE, DEN, or LAIR"", ""smugglers hide things in a HIDE""]",-11.375675675675677,0
Claude Sonnet 4.6,Cryptic,cc_071,1,cove,smuggler,45.0,"[""signals that something is hidden"", ""often signals""]",-12.933108108108108,0
Gemini 3 Pro,Cryptic,cc_071,1,cove,cove,95.0,"[""isn't \""fellow\"" also slang"", ""Yes!"", ""definitely a COVE"", ""That's it!"", ""works perfectly"", ""fits like a glove""]",9.333648790746585,1
Gemini 3 Pro,Cryptic,cc_071,1,cove,smuggler's secret location,90.0,"[""That's definitely a COVE"", ""fits right here"", ""clue has been solved""]",0.9863301787592008,0
Gemini 3 Pro,Cryptic,cc_071,1,cove,fellow,40.0,"[""classic cryptic wordplay setup"", ""might be MAN"", ""doesn't seem to link"", ""also slang""]",0.7238696109358571,0
Gemini 3 Pro,Cryptic,cc_071,1,cove,hide,30.0,"[""could be HIDE"", ""feels too generic""]",-0.5222923238696109,0
Gemini 2.5 Pro,Cryptic,cc_070,0,toxicant,for execution,65.0,"[""synonyms for \""to be carried out\"""", ""is \""for execution\"""", ""doubly clued as EXECUTION""]",0.0,0
Gemini 2.5 Pro,Cryptic,cc_070,0,toxicant,execution,85.0,"[""doubly clued as EXECUTION"", ""take the first letter off EXECUTION"", ""X-E-C-U-T-I-O-N""]",0.0,0
Gemini 2.5 Pro,Cryptic,cc_070,0,toxicant,toxicant,75.0,"[""eight letters - STRYCHNINE"", ""What about TOXICANT?"", ""means poison"", ""try to create TOXICANT""]",-1.7101509797622871,1
Gemini 2.5 Pro,Cryptic,cc_070,0,toxicant,for poison,45.0,"[""\""for poison\"" doesn't fit"", ""the clue"", ""for poison (8)"", ""for poison -> ARSENIC""]",-4.940459363957597,0
Gemini 2.5 Pro,Cryptic,cc_070,0,toxicant,not the first to be carried out,35.0,"[""this phrase \""to be carried out for poison\"" doesn't seem to lead anywhere directly"", ""not the first to be carried out for poison"", ""wordplay is \""operation, not the first to be carried out\""""]",-5.475040154192097,0
Gemini 2.5 Pro,Cryptic,cc_070,0,toxicant,poison,90.0,"[""assume that \""poison\"" will be the definition"", ""Definition: poison (8)"", ""poison is the definition""]",-6.972229360745263,0
Gemini 2.5 Pro,Cryptic,cc_070,0,toxicant,operation,90.0,"[""operation is the definition"", ""Definition: operation (8 letters)"", ""operation, not the first"", ""synonym for \""operation?\""""]",-8.375377449405718,0
Gemini 2.5 Pro,Cryptic,cc_070,0,toxicant,to be carried out,60.0,"[""lateral definition"", ""means \""for execution\"""", ""instruction is to \""build the word\""""]",-8.41352393189849,0
Gemini 2.5 Pro,Cryptic,cc_070,0,toxicant,carried out,41.0,"[""\""carried out\"" for \""poison\"""", ""can be literal, \""ex-port\"""", ""word for carried out would be EXECUTED""]",-8.423642788307099,0
Gemini 2.5 Pro,Cryptic,cc_070,0,toxicant,not the first,85.0,"[""screams standard cryptic device"", ""remove the initial letter"", ""means we take the first letter off"", ""remove the first letter""]",-9.355541278509476,0
GPT-5,Cryptic,cc_072,1,stocking filler,stocking filler,,[],0.0,1
GPT-5,Cryptic,cc_072,1,stocking filler,skull cap,45.0,"[""thinking of items like"", ""skull cap""]",-0.8661290322580644,0
